	name	ssn	relationship	leukocyty	trombocyty	erytrocyty	er-cv	smoker	hemoglobin	indicator	hbver	hematokrit	etytr	alt	weight	ast	alp
3373	Russell Reynolds	802-41-4314	divoced	4.93250	7.83415	6.11862	52.15542	yes	6.79198	0.00000	4.59123	5.49036	3.53058	7.63812	83.05430	44.58615	85.62983
3374	Jeremy Sloan	002-90-1545	married	5.41840	7.00874	5.88566	42.25252	no	4.51459	0.00000	6.62057	5.07839	3.28089	5.81710	70.47189	42.86486	48.73713
3375	Amber Cross	140-21-5631	married	7.77666	6.40992	5.14882	53.65276	no	6.92687	0.00000	7.38560	5.26347	3.61108	10.74922	91.35841	47.76242	78.04118
3376	David Castaneda	197-73-3411	married	5.44873	8.35989	5.42874	42.89013	yes	3.30150	1.00000	5.03732	8.73345	3.26308	7.78514	135.62913	36.42848	15.50920
3377	John Gordon	383-37-2043	married	4.53961	7.29786	5.17924	56.66057	yes	6.99480	1.00000	3.41775	7.02095	5.06730	9.39071	105.41077	63.40047	78.33575
3378	Christine Marshall	198-75-3128	married	4.29819	5.42840	3.64208	28.33991	no	4.10072	1.00000	3.39432	9.31730	5.68013	6.57690	48.31632	82.86809	24.12550
3379	Cheryl Weber	021-89-9276	married	5.40337	4.72751	5.74228	59.61278	yes	5.05241	1.00000	4.42813	7.48396	4.92949	7.91328	108.61497	52.93994	60.80891
3380	Brian Moon	585-89-4688	single	7.16987	5.09061	5.61337	11.75073	no	6.97732	1.00000	4.39038	7.25022	5.34334	2.62421	50.73647	63.56719	80.76711
3381	Jennifer Simmons	389-71-7776	married	4.99274	7.64462	5.60402	41.27701	no	4.94850	0.00000	5.29685	4.79271	5.22398	4.01849	57.94325	43.92148	56.39912
3382	Rebecca Collins	599-91-7150	widowed	4.78426	7.01083	5.04985	53.57322	yes	5.32821	1.00000	6.71726	6.70285	5.37252	10.79650	69.55582	44.52922	73.90681
3383	Arthur Dixon	576-71-7731	nop	5.22259	4.78562	4.67900	38.03171	no	5.84309	1.00000	3.16707	8.75273	6.89792	7.78525	90.95811	40.81142	78.88174
3384	James Yang	618-75-7922	married	4.62429	4.49822	5.10256	56.90171	yes	5.52687	1.00000	2.99970	8.49848		7.59131	87.82121	36.72051	75.89183
3385	Sally Wilson	412-95-0771	married	6.43481	5.00099	7.11202	32.62992	no	5.10852	0.00000	8.80659	5.41278	4.04255	12.52827	123.50399	46.46975	63.83256
3386	Chad Shields	514-36-8404	nop	5.81232	5.09715	5.80011	50.27313	yes	6.87693	0.00000	8.87598	5.31896	2.52039	3.72357	68.18833	55.42471	81.52359
3387	Laura Nelson	842-62-2373	divoced	6.57693	5.50192	6.34889	36.30026	yes	5.41390	1.00000	6.06161	6.48713	4.46256	7.77817	72.92303	59.71488	63.73109
3388	Wayne Richard	807-85-8856	separated	7.05273	8.54575	6.03563	53.25712	no	5.34707	1.00000	6.55402	6.53526	4.56211	7.33412	77.24353	45.92634	67.23355
3389	Tim Davis	145-13-4536	married	5.69439	5.65374	5.13667	51.07829	no	5.45986	0.00000	8.32664	5.68174	6.86915	5.54283	33.25196	27.10829	79.58858
3390	John Hardy	079-47-8787	married	7.08253	5.63192	7.32375	37.79305	no	7.53811	0.00000	9.00813	4.78209	4.02235	15.38147	63.41431	34.37075	59.72306
3391	Jonathan Hopkins DDS	096-98-4289	divoced	6.45816	5.49896	4.91268	45.74549	Y	6.13029	1.00000	2.43495	5.21543	7.97720	6.18256	114.80075	56.72065	87.62544
3392	Jonathan Cruz	400-37-8547	separated	6.46138	6.28344	6.01458	35.54982	Y	5.34000	1.00000	5.38938	6.42726	4.85924	5.04130	64.52712	44.84210	73.38944
3393	Jordan Velazquez	439-75-8230	single	5.74306	7.85554	4.74990	41.33027	no	5.51119	1.00000	5.96106	7.74844	4.81447	6.87645	22.69010	36.85419	72.69473
3394	Jesse Anderson	529-78-7908	widowed	6.59339	4.05232	5.83783	40.56028	no	6.13425	1.00000	4.21991	6.85696	4.79856	8.79445	76.67372	42.58960	81.75803
3395	Zachary James	477-14-5964	married	5.96910	6.09249	4.70875	56.71354	yes	5.23375	0.00000	8.56412	4.17841	4.50725	6.75901	13.94579	44.82369	71.64276
3396	Robert Jimenez	506-06-4641	divoced	7.65005	3.54928	5.58923	50.43281	Y	7.00291	1.00000	3.78663	6.50749	4.05029	11.56324	46.22488	42.71811	73.37060
3397	Michael Floyd	786-41-9715	widowed	5.90651	7.46828	5.28734	41.96030	no	4.58200	0.00000	6.61002	5.06377	5.84992	8.58365	92.27818	45.62686	44.12896
3398	Christopher Riley	383-74-7897	single	6.52541	4.11128	6.70822	35.83176	yes	6.44354	1.00000	5.07801	6.59639	4.36729	7.74754	89.09114	55.61694	81.01870
3399	Jackson Owens	031-93-0305	divoced	5.99889	6.59198	4.69608	56.37611	no	6.09348	1.00000	5.93878	6.53660	5.21117	8.42467	150.63883	44.45534	82.47765
3400	Joseph Hansen	414-57-4615	divoced	4.66753	8.85408	5.13340	42.11557	no	4.03655	1.00000	5.14053	7.50149	4.06099	9.34757	120.89146	43.32258	25.53020
3401	Brandy Johnson	170-23-4333	nop	4.95406	3.81089	7.97890	45.54201	no	5.82636	1.00000	4.54326	5.92154	3.71283	16.80645	80.10655	12.98226	86.71047
3402	Melanie Washington	074-74-1948	divoced	5.39865	6.00051	6.05665	36.86635	Y	4.63260	0.00000	7.66255	6.43957	7.95066	11.40438	43.24069	41.03959	45.05313
3403	Miss Taylor Mcguire	777-66-2820	single	7.64069	3.81329	6.30727	20.48143	yes	7.04435	0.00000	6.51141	7.84671	3.33468	11.12554	111.04459	31.94425	75.70771
3404	Kathy Cain	612-17-6828	single	5.73040	6.11531	6.26285	51.91020	no	5.91503	1.00000	4.69391	8.83201	6.25525	12.31611	92.05994	43.51158	83.39048
3405	Jeremiah Thomas	329-57-7262	nop	4.74448	8.34016	6.11760	43.58958	yes	6.15777	0.00000	6.59337	3.78690	5.26547	13.98136	61.76423	48.47234	87.82001
3406	Danny Diaz	138-02-3751	divoced	6.35953	8.08174	5.81416	49.44739	no	8.32129	1.00000	6.80034	8.03551	3.82011	9.85505	46.56061	57.64284	33.63622
3407	Yesenia Rodriguez	172-53-9229	separated	6.23465	4.96894	5.66838	35.78203	yes	4.29292	0.00000	8.03371	5.57932	3.09944	9.71567	-7.07851	40.04055	33.77886
3408	Bradley Griffin	848-76-4271	single	6.40151	9.06902	6.72244	51.93541	no	5.59894	1.00000	8.15776	9.44023	2.09128	11.69172	25.36964	54.68468	75.37974
3409	Joshua Daniels	038-21-5168	single	4.42867	4.80202	5.96765	35.66111	Y	5.05709	0.00000	7.29015	6.79115	4.41700	8.34316	105.10176	59.59271	58.21382
3410	Jerry Hernandez	683-01-1193	divoced	2.92770	6.44251	4.31838	58.77192	yes	6.31270	1.00000	3.04760	6.16557	5.14414	8.28211	55.18984	66.65976	88.19006
3411	Anna Espinoza	515-51-8268	married	5.98498	5.50299	5.89908	54.38590	N	5.76386	0.00000	6.93310	5.51978	4.30916	4.16264	39.96573	44.65528	81.22518
3412	Matthew Johnson	401-41-1855	nop	4.24429	7.12757	6.18275	44.37207	no	6.31921	1.00000	4.27636	7.17804	4.37543	10.53285	154.00488	70.36562	92.49325
3413	Donna Horton	581-09-5592	divoced	5.30196	3.86856	5.37971	19.16206	no	7.25328	0.00000	6.49624	7.79670	3.92373	10.52238	85.38213	45.07634	68.95203
3414	Edgar Brooks	875-08-9215	single	4.98620	8.14782	6.89031	53.60750	no	6.43382	1.00000	4.14146	8.47022	3.01097	10.85295	57.58523	51.15945	87.62472
3415	Carl Anderson	660-55-2058	nop	6.62633	6.65285	6.58116	41.60187	Y	6.45899	1.00000	5.95873	6.89386	5.41349	10.49712	26.31871	38.64994	96.36500
3416	Sarah Clark	046-34-8559	married	6.54812	5.11145	6.60846	45.83400	no	5.25764	0.00000	7.62463	5.56039	4.30454	8.73830	93.65076	52.12425	61.59933
3417	William Taylor	323-20-9741	separated	7.11920	8.04410	3.66092	48.06504	yes	6.00637	1.00000	4.03578	9.01766	1.78360	6.38975	150.76523	39.48562	83.69310
3418	Kyle Jenkins	575-56-2323	married	7.89379	7.28362	7.75362	49.87417	no	5.04197	0.00000	7.79089	4.25846	5.58144	16.67078	135.15431	45.33168	61.52532
3419	Lindsey Mejia	607-35-8202	single	6.45938	8.97367	6.15444	33.82807	no	6.73696	0.00000	6.10014	4.49613	5.30163	10.36224	77.63939	41.37493	76.46959
3420	Kristen Pham	397-12-2011	single	5.56601	6.19269	2.80128	59.95128	Y	5.54971	1.00000	3.43121	9.58262	7.39052	9.04064	50.53110	46.40662	79.78879
3421	Michael Flowers	162-85-1283	separated	4.86349	8.08624	9.25817	45.75167	yes	3.91944	0.00000	7.79740	3.96713	5.62607	49.27619	91.18336	37.47617	17.49300
3422	Robert Spencer	792-87-1629	separated	6.66296	5.04401	6.08120		Y	5.89867	0.00000	8.32044	6.89551	3.60745	9.74207	61.74736	51.87689	82.14944
3423	Robert Anderson	435-55-0114	nop	5.59072	3.96954	7.58210	55.41834	no	8.07582	0.00000	5.99413	7.84038	6.13131	14.35668	28.50757	47.40964	42.01956
3424	Elizabeth Pena	265-95-0889	separated	8.00017	7.56608	5.98617	46.19554	yes	4.96610	1.00000	2.00627	7.01276	5.04065	5.25369	87.28328	60.62174	59.53582
3425	Joseph Williams	433-48-4385	widowed	7.28560	4.39127	4.50476	37.28846	no	4.98746	0.00000	5.88359	6.60078	6.19211	10.97007	-9.52377	27.60981	57.28922
3426	Hunter Patton	872-79-9215	divoced	5.29480	7.10450	5.29026	45.18910	yes	6.77377	1.00000	4.71142	7.45248	5.19600	7.63862	72.72706	58.73129	85.72303
3427	Chris Colon	366-16-1559	married	6.66594	4.45594	5.60676	27.86754	no	6.52107	0.00000	5.87248	6.83544	5.23751	7.97524	58.98715	58.36254	85.20516
3428	Erica Evans	720-43-0919	nop	5.28608	5.37553	7.07514	51.02892	yes	6.79476	0.00000	8.09917	5.56112	3.22490	13.69839	26.27341	42.40076	82.06533
3429	Gary Brown	015-03-5164	divoced	6.99380	5.77568	6.12527	54.30233	no	5.24581	1.00000	4.14649	5.68772	7.16000	5.42761	19.65567	55.61679	72.22784
3430	Lisa Smith	407-15-4525	divoced	6.94389	4.30432	5.20118	43.74030	Y	5.86916	0.00000	7.20423	6.94068	4.61313	8.78745	95.52357	40.81895	88.61546
3431	Michael Walters	404-25-3480	married	7.59298	5.94091	6.22115	25.00264	no	5.70110	1.00000	6.54859	6.45582	1.96724	6.93585	74.78579	56.85588	84.59800
3432	Laura Villegas	092-47-6525	single	6.13161	4.31349	5.57381	34.78054	no	5.48067	0.00000	5.65243	8.41898	5.30554	6.44945	56.12640	43.23943	76.06142
3433	Adam Rodriguez DDS	705-21-3835	single	6.74508	4.75110	5.52173	32.81098	Y	7.69995	0.00000	8.02188	5.64648	6.20267	6.15459	111.05117	48.91844	52.22669
3434	Shannon Brooks	284-66-8994	divoced	6.28201	4.31491	6.10360	50.59851	no	4.11130	0.00000	7.11750	6.45216	4.44776	11.31654	112.82055	55.40262	19.83904
3435	Joseph Campos	482-85-6564	single	7.37392	7.56161	5.80097	35.81698	no	7.10179	1.00000	5.75493	7.78041	4.61814	10.40747	69.05998	33.26719	73.21453
3436	Frances Brown	674-37-4513	divoced	5.11770	7.49814	7.09377	57.01037	Y	6.59467	1.00000	4.31051	6.96879	5.10638	11.66304	113.25006	61.44020	75.85151
3437	Scott Miller	485-75-9207	nop	5.97168	5.75880	4.73865	48.07682	Y	6.67035	0.00000	5.96756		2.56379	10.58234	49.88634	43.57046	87.77284
3438	David Rhodes	620-29-7508	divoced	3.91110	4.99066	5.66633	7.07461	yes	6.18746	0.00000	7.67664	5.20941	3.26856	11.16778	110.93710	55.73718	84.55668
3439	Joe Olson	337-29-8226	married	5.86117	4.61828	5.53113	68.06628	Y	5.88798	1.00000	4.02633	8.29406	5.05857	7.44912	84.72734	37.54884	84.06256
3440	Nicholas Gray	111-72-4237	married	6.48079	6.97907	5.56421	33.12466	N	6.71899	0.00000	6.16968	5.25104	5.40278	10.31259	45.50190	52.86539	86.11651
3441	Francisco Santos	067-75-0609	nop	6.30194	6.04462	4.99718	29.30660	no	5.18020	1.00000	5.13773	8.47048	5.19492	6.37307	12.91273	46.85967	62.68455
3442	Karen Smith	691-61-3354	divoced	5.37596	4.25715	4.63809	44.30398	no	6.65196	1.00000	4.67626	6.67469	4.72054	5.46098	68.88429	43.75209	91.15330
3443	Terry Williams	591-92-1819	nop	7.13925	6.65653	5.27386	33.01318	no	4.60272	1.00000	4.50174	9.39194	5.93432	8.84836	59.53332	57.58439	43.79734
3444	Stacy Bates	874-54-5309	widowed	5.95241	6.10515	5.84152	50.27410	no	6.53673	0.00000	6.99529	5.35970	5.80706	12.29988	66.77172	62.04073	92.02891
3445	John Bradshaw	708-78-3659	single	6.23526	6.79355	6.55024	48.25747	yes	6.68183	1.00000	5.05555	6.68183	4.93718	11.50743	93.51489	50.44069	79.77840
3446	Donna Gibson	095-68-4415	widowed	7.00004	9.77445	4.96649	48.99594	no	5.78057	1.00000	5.33111	10.51618	1.26626	6.67714	59.19290	54.85036	81.69013
3447	Gary Johnson	632-80-0934	divoced	4.15586	5.00713	7.61644	46.39543	yes	4.57256	1.00000	5.91552	6.54301	3.35785	14.80254	66.11316	61.09407	43.57694
3448	Michael Stewart	607-95-4195	nop	7.12389	4.81389	6.96094	56.03170	no	4.25266	0.00000	6.23184	9.20519	5.96857	11.67376	127.06787	54.68982	27.07029
3449	Donald Nelson	312-71-7672	divoced	6.64106	5.74073	7.09586	32.82940	no	6.59737	1.00000	3.94612	9.07272	6.42468	13.77342	25.08376	44.14957	84.87695
3450	Amanda Bass	104-41-5444	single	3.82506	6.44222	4.87546	66.33593	no	6.05146	0.00000	8.40012	4.53761	4.92849	5.88267	53.09867	49.28316	87.31831
3451	Tina Scott	498-48-2481	widowed	6.12512	5.20030	5.70670	46.28037	no	6.88069	1.00000	6.07987	4.93838	6.87094	10.58106	74.54659	47.92589	75.77298
3452	Billy Schroeder	837-29-8652	widowed	7.32808	4.80262	4.89325	35.09600	no	6.66437	0.00000	6.75820	7.40122	6.84967	7.81373	97.99622	49.39949	87.47885
3453	Tammy Taylor	110-89-7219	separated	5.40347	6.23938	3.74612	55.71061	yes	6.90430	1.00000	5.87773	6.49552	5.49961	10.91747	44.20255	47.98397	74.85891
3454	Maria Johnson	285-96-5074	divoced	6.43075	4.41026	7.51013	63.16569	yes	6.26419	0.00000	7.57881	7.01031	6.45324	16.48706	111.82041	42.16917	90.51316
3455	Anthony Dickson	583-54-7743	married	5.34620	7.08143	7.39188	54.04307	no	6.02209	1.00000	3.51009	7.94621	4.24402	12.23138	103.69175	61.25328	81.32941
3456	Ashley Bright	381-83-3097	married	5.34631	5.70829	7.32636	54.60514	no	5.19980	1.00000	6.92791	5.39485	6.07441	13.75054	87.33487	19.40529	65.78810
3457	Mallory Mcgrath	522-02-0635	divoced	6.53056	4.09397	5.70021	42.78513	no	5.07516	0.00000	7.23882	7.32468	3.24649	6.55756	101.75892	52.73032	60.33391
3458	Gina Mccoy	200-32-5984	married	6.76312	6.05187	6.97871	43.50770	no	4.46889	1.00000	4.93293	5.13081	7.10263	13.58043	93.02947	52.24930	36.83015
3459	Jesse Kelley	636-47-0619	widowed	5.55230	7.05918	5.03341	37.13251	no	7.02299	1.00000	5.93905	5.99363	6.54221	9.52025	34.22029	32.78168	74.49812
3460	Gina Mccoy	200-32-5984	separated	6.49874	6.37760	5.88814	66.81392	no	4.46281	0.00000	7.64425	4.70750	4.64239	7.12928	56.19150	52.10850	48.78828
3461	Erika Roberts	029-49-3031	divoced	6.97971	5.74583	7.55088	79.25654	Y	4.65697	1.00000	7.03791	6.47088	3.15634	12.95228	42.24452	49.75072	45.88314
3462	Erica Ryan	167-30-4648	married	5.67798	8.02358	6.22950	44.64107	no	6.06743	1.00000	6.60372	8.24602	3.08314	10.89753	107.81812	44.43001	85.27436
3463	Miranda Leach	321-73-8432	single	5.57876	5.56297	3.93116	20.08342	Y	5.91124	1.00000	4.88278	7.90956	5.56671	8.06770	31.40177	51.25831	89.35682
3464	Michael Bradford	448-85-4580	widowed	5.27074	4.96041	7.08231	46.45267	Y	7.84035	1.00000	4.57561	4.80655	6.44320	11.18214	120.14097	53.26491	59.27782
3465	Claudia Ferguson	295-88-0010	single	4.95319	6.68181	8.03046	32.53215	no	6.66234	0.00000	6.88777	4.71300	3.95357	17.11866	33.45775	45.51620	86.37351
3466	Sarah Thomas	201-22-0641	single	6.74665	5.48263	6.05268	42.82116	Y	5.31966	1.00000	1.88427	5.89359	6.83235	7.74873	72.51597	73.76128	75.27898
3467	Susan Guzman	222-85-6891	nop	4.51217	7.91221	4.35385	61.71798	N	6.31060	0.00000	6.65772	4.73236	5.46310	7.94145	44.07370	54.45558	91.46608
3468	Jason Smith	637-25-7434	nop	6.64757	5.41296	5.69526	65.19395	no	5.54143	1.00000	4.45394	8.29310	5.63773	7.02090	48.75499	40.77095	83.22561
3469	Hannah Parsons	707-27-9074	married	6.63850	4.89427	7.09066	41.22051	Y	4.72969	0.00000	7.85606	6.12646	5.38211	15.11387	51.86643	39.44616	53.63935
3470	Michael Mclaughlin	234-52-1391	single	5.30910	5.96261	4.42608	41.21724	yes	7.33285	1.00000	2.30025	5.94700	5.89857	5.32987	77.27840	49.69051	72.04695
3471	Brian Morrow	023-41-8804	single	6.87225	6.78206	6.51580	42.76251	Y	6.23489	0.00000	8.29567	4.63051	6.27651	11.00760	29.06420	55.82034	88.03541
3472	Danny Warner	792-61-7249	married	7.55932	5.31505	4.42230	32.90339	no	5.81248	0.00000	6.66932	5.53220	6.05968	8.21452	99.43191	34.76748	85.50107
3473	Adrienne Schultz	745-94-0098	single	5.98276	7.28412	9.34917	39.01171	yes	5.55723	1.00000	4.62791	8.34406	3.05306	51.64878	58.39169	55.69315	74.86393
3474	Christopher Powell	303-88-3718	divoced	5.10072	6.67214	5.85232	46.16517	no	5.79646	0.00000	7.15681	4.73289	5.00860	8.99551	42.43390	34.02878	83.31271
3475	Melissa Davis	119-80-4062	married	5.45670	3.17582	6.39726	71.28184	no	5.39402	1.00000	5.52088	4.80528	3.77803	14.74459	91.14617	44.18493	67.57236
3476	Jessica Mejia	625-90-1244	divoced	6.22600	6.27940	6.74820	52.55052	no	6.48919	1.00000	5.55874	5.56132	5.57873	9.42858	75.81019	62.28905	80.05654
3477	Natasha Sexton	431-59-4095	divoced	5.99903	4.66586	6.25170	48.01847	Y	7.29188	1.00000	5.29869	6.41879	3.11467	7.60562	74.13752	39.96581	72.37598
3478	Kent Hicks	459-25-0092	divoced	6.52031	5.14086	4.73657	36.80066	no	6.69228	1.00000	5.01182	7.64526	5.60553	6.78201	105.69968	24.33700	87.76767
3479	Gary Arellano	870-51-6287	single	5.80392	5.43799	5.28643	53.76875	yes	3.49934	0.00000	5.89922	8.88273	7.80645	6.60237	108.22925	40.60481	20.41644
3480	Michael Gillespie	280-10-4033	single	5.04791	5.80813	5.52488	45.28542	Y	5.91954	0.00000	5.75482	5.91233	3.67114	9.06681	86.12972	44.08054	82.80464
3481	Leah Henry	714-65-7636	nop	5.83385	3.83467	7.06239	75.20716	Y	5.26018	1.00000	6.05012	4.65940	2.70904	12.93154	87.42387	54.84274	70.77850
3482	Dylan Mercer	309-22-2848	married	6.56502	6.14364	4.89398	45.15443	no	6.87535	0.00000	7.32936	4.65143	3.65051	7.17907	78.99512	46.48655	79.23410
3483	Roger Mullen	674-54-0115	single	6.44863	6.44779	4.03615	46.87333	no	5.88454	1.00000	4.84202	6.41135	4.97865	5.93330	30.99368	50.91309	90.63811
3484	Joseph Hayes	685-98-9665	widowed	6.09965	3.34411	6.38125	45.13136	Y	6.30942	1.00000	3.49816	7.06095	5.19675	12.12406	166.99379	48.55188	87.58296
3485	Thomas Lewis	888-44-5267	divoced	4.93418	4.16016	5.95317	60.51999	yes	5.32139	1.00000	4.79207	5.91041	3.93590	8.90155	92.84175	60.64262	75.16345
3486	Timothy Reid	520-52-9567	married	7.41256	4.87697	6.88825	32.09282	no	5.29444	0.00000	9.09501	7.16662	3.33240	16.97883	78.03351	40.11326	61.23827
3487	Lisa Mora	722-52-4288	married	5.71843	7.68866	5.82158	50.69259	no	6.37252	1.00000	7.87564	7.14448	4.49578	11.76914	54.69334	51.84920	88.71769
3488	Theresa Smith	828-53-0115	single	5.32534	3.09832	6.43192	50.87165	yes	5.49692	1.00000	3.36556	6.38606	5.66189	11.77987	20.29080	36.74246	72.36099
3489	David Love	659-82-7545	single	5.32950	3.08874	5.86548	45.91905	yes	6.05141	1.00000	3.68117	5.89404	5.30493	10.89384	123.69101	41.57600	83.21092
3490	Steve Marsh	293-95-4683	married	5.46164	6.99347	7.38264	38.21347	yes	5.29329	1.00000	6.07816	7.05725	5.12714	13.90491	42.72152	54.78807	69.11004
3491	Charles Maddox	164-81-3806	single	4.98150	5.29453	6.70185	54.29406	N	4.27895	0.00000	8.40813	4.98062	4.01922	13.29335	64.57715	39.31470	22.05921
3492	Joseph Stewart	313-77-9888	married	7.24109	3.92526	7.40095	44.99129	no	6.42836	1.00000	2.94217	7.38166	4.12489	15.61577	69.14006	35.98109	81.50089
3493	Jennifer Wu	199-36-2501	divoced	4.59759	5.81170	5.59345	68.51139	yes	6.74527	0.00000	9.14825	5.62047	4.31108	8.94980	67.88012	43.24493	91.61989
3494	Michael Leach	421-62-2121	married	4.87623	4.72178	6.13186	43.98126	no	3.31406	0.00000	7.83755	5.10194	2.88534	9.61054	86.41733	64.68213	5.70783
3495	Jacob King	850-53-8135	married	6.97296	6.95847	5.56344	41.04699	Y	6.20324	1.00000	4.26624	7.10216	5.20523	9.92396	88.77026	53.03725	82.09451
3496	Daniel Harris	289-64-2690	single	7.43377	6.62425	5.36431	65.85596	no	6.51777	1.00000	4.69997	7.80396	4.61257	7.14785	33.24120	59.53105	81.52748
3497	James Waters	667-01-5518	separated	4.70295	5.90461	6.37264	42.06446	no	6.52678	1.00000	4.26363	8.47445	5.34027	12.00376	45.84594	48.84260	88.51571
3498	Russell Davis	348-37-9795	single	5.99315	4.62101	6.05783	45.29224	yes	5.83141	1.00000	4.77011	7.25426	5.26872	7.06256	106.23984	49.54775	89.49084
3499	Jeremy Duran	318-22-7688	divoced	4.48202	8.42492	5.60778	59.10084	no	5.39880	1.00000	5.95857	8.02388	3.69596	4.97377	39.36877	67.74570	67.25451
3500	Elizabeth Kim	517-31-7723	divoced	5.95334	9.03200	4.91753	23.93337	yes	5.87315	0.00000	7.20939	4.53191	6.88162	9.80340	120.49219	50.68261	82.68031
3501	Amanda Kennedy	369-31-1092	widowed	5.13459	3.57896	4.15144	49.15475	no	6.58456	1.00000	4.12196	6.38978	4.18410	3.02762	93.59101	27.51406	84.87253
3502	Andrew Fowler	565-91-2824	separated	5.83078	7.36553	8.26228	74.80774	Y	7.06520	1.00000	4.33925	7.77973	4.59685	25.55208	73.58496	38.54007	79.34146
3503	Joshua Richardson	614-60-7808	single	8.34301	8.67400	7.41058	28.89914	yes	6.13875	1.00000	7.82340	4.29494	5.35622	15.05472	13.31164	40.95214	87.14117
3504	Guy Brown	285-06-9464	married	6.84576	3.48150	6.62895	44.11781	yes	5.12545	0.00000	5.11218	5.39229	3.44670	8.13365	108.27850	62.63625	57.36027
3505	Mark Owens	435-60-1596	married	5.51792	7.07991	5.06825	34.06506	no	5.46184	0.00000	6.09596	4.63275	4.73944	6.10610	115.39038	49.67173	75.74676
3506	Richard Christensen	105-73-6684	widowed	5.33697	5.84158	7.53508	49.04191	no	3.81853	0.00000	8.69776	7.20024	5.30679	16.82247	130.96321	45.13646	19.37093
3507	Jose Dawson	005-44-3500	divoced	5.21816	3.69273	5.72322	43.09673	no	5.37092	0.00000	4.67370	5.49972	2.90872	5.87009	66.33920	30.66817	68.72158
3508	Susan Flores	770-76-2020	divoced	5.09625	4.24063	5.72460	53.61248	Y	5.57335	0.00000	6.28477	6.55515	6.00084	8.27076	24.45050	62.31306	75.96555
3509	Crystal Lester	412-33-4909	nop	5.73422	5.75590	5.65166	59.19674	no	4.87946	1.00000	5.12869	8.02086	4.75479	11.42041	67.84239	38.41279	57.45086
3510	Melissa Phillips MD	549-18-7356	single	5.95659	5.83566	5.22383	30.20699	no	5.00717	0.00000	5.27346	7.71619	4.44808	8.45987	108.02740	52.30297	57.27069
3511	Thomas Harvey	826-52-1902	single	4.47685	7.10063	5.55644	14.04910	no	6.24919	0.00000	7.22034	5.17019	3.83654	9.59011	108.79700	49.51696	88.99095
3512	John Medina	107-54-5529	divoced	4.68683	7.23471	4.85418	17.14523	no	5.42192	1.00000	4.96082	7.52521	3.14375	5.55684	104.69880	48.00600	69.56850
3513	Jeffrey Brady	030-26-7175	separated	3.83634	3.64173	6.55000	27.25186	no	6.28090	1.00000	5.32481	5.25602	2.44269	13.34128	112.75090	32.40241	85.61112
3514	Zachary Hayes	728-59-2806	divoced	5.93223	5.85051	4.98675	31.13976	no	6.33182	1.00000	5.29554	7.49134	4.50877	6.08494	31.73991	29.33673	89.29508
3515	Kaitlyn Phillips	034-91-5735	divoced	5.95326	6.24647	5.69781	58.13540	yes	5.28260	1.00000	6.63561	6.69020	2.55135	5.54808	37.84374	43.76965	72.66565
3516	Brianna Perez	860-84-8981	single	4.27870	4.64845	5.75088	54.02399	no	5.24960	1.00000	7.31861	6.34895	3.24678	10.00641	-20.51280	54.98178	70.55366
